id,name,text,trans
0000000000000,プロデューサー,──うん、台詞も全部合ってるよ,──嗯，台词也全都对上了
2003021020010,めぐる,よかったー！,太好了——！
2003021020020,めぐる,じゃあじゃあ、\nあとはお芝居の練習……！,那么好，\n接下来就是演技的练习……！
0000000000000,プロデューサー,前回の撮影の時、もうだいぶ役を掴めてるって\n監督さんも言ってたし……あんまり根を詰めないようにな,上次拍摄的时候，导演也说\n你已经很能抓住角色了……别太苛求自己啊
2003021020030,めぐる,はーい！,好——！
2003021020040,めぐる,……うーん……,……嗯——……
2003021020050,めぐる,ねぇねぇプロデューサー\nちょっといい？,制作人制作人\n稍微问一下可以吗？
0000000000000,プロデューサー,ああ、どうした？,嗯，怎么了？
2003021020060,めぐる,今練習してるシーンのことで\nお願いがあるんだ,是关于现在练习这个场景的……\n我想拜托你一件事
2003021020070,めぐる,台本の、ここなんだけど……,就是，剧本的这里……
0000000000000,プロデューサー,確か……\n次回の撮影で撮る予定のシーンだよな,我记得……\n这是下次计划要拍摄的场景吧
2003021020080,めぐる,うん,嗯
2003021020090,めぐる,ヒロインはこういう風に動くかなって\nイメージはあるんだけど,我大概有想象过\n女主角会怎么去行动
2003021020100,めぐる,ここって、相手役の人との掛け合いが多いから\n間とか、視線の動きとか、ひとりだと想像しづらくて,但这里和对手戏的演员来回配合很多\n所以像停顿、视线之类的怎么控制，一个人很难想象出来
0000000000000,プロデューサー,うんうん,嗯嗯
2003021020110,めぐる,相手役の台詞を読んでもらってもいい……？,能帮我读一下对手戏的台词吗……？
0000000000000,プロデューサー,もちろん、かまわないよ,当然，没问题
2003021020120,めぐる,ありがとう！,谢谢！
0000000000000,プロデューサー,……あ、そうだ,……啊，对了
0000000000000,プロデューサー,相手役の俳優さんと俺は背丈も近いし\n立ってやったほうが動きがわかりやすいかな？,跟巡搭戏的那位演员和我身高差不多\n我站起来陪你演，动作会不会更容易看清？
2003021020130,めぐる,！\nうんっ、お願いしたい！,！\n嗯，拜托你！
0000000000000,プロデューサー,了解\n……えーと、この辺に立てばいいか？,明白\n……那个，我站这附近就行吗？
2003021020140,めぐる,大丈夫！\nじゃあわたしはこの辺りかな？,没问题！\n那我大概站这边？
0000000000000,プロデューサー,半歩空けて隣って書いてあるから……たぶん,上面写着的是隔半步挨着……应该差不多吧
0000000000000,プロデューサー,それじゃあ……\nこの行から読めばいいのかな,那么……\n从这一行开始读就可以吗
2003021020150,めぐる,そう！\nそこから、次のページの真ん中まで！,对！\n从那里到下一页中间！
0000000000000,プロデューサー,わかった\n……よし、始めるぞ,明白了\n……行，那开始吧
2003021020160,めぐる,『──雨の予報、無かったはずなのにね』,“──天气预报，明明没说会下雨呢”
0000000000000,プロデューサー,『通り雨かな？\n近くに屋根があってよかったよ』,“只是阵雨吧？\n还好附近有个屋檐能躲雨”
2003021020170,めぐる,『雨、どれくらいで止むかな』,“这雨，要下到什么时候呢？”
0000000000000,プロデューサー,『早ければいいけどね……\n濡れたままだと風邪ひいちゃうから』,“要是早点停就好了……\n一直湿着肯定会感冒的”
2003021020180,めぐる,『そうだね\n……でも、私は……』,“是呢\n……可是，我觉得……”
2003021020190,めぐる,『──もう少し雨が続いてもいい、かも』,“──就算再下久一点，也没关系”
0000000000000,プロデューサー,──よし、ここまでだな,──好，就到这里吧
0000000000000,プロデューサー,めぐる、どうだった？,巡，感觉怎么样？
2003021020200,めぐる,ひとりで練習してる時よりもいい感じに出来たと思う！\nありがとうプロデューサー！,感觉比自己一个人练的时候顺利多了！\n谢谢制作人！
0000000000000,プロデューサー,どういたしまして,不客气
0000000000000,プロデューサー,……そうだ、めぐる\nひとつだけいいかな,……对了，巡\n可以问你个问题吗
2003021020210,めぐる,どうしたの？,怎么了？
0000000000000,プロデューサー,俺から見ても\nめぐるの演技はいい感じだったと思うんだけど,在我看来的话\n我也觉得巡刚才的演技挺不错的
0000000000000,プロデューサー,めぐるが相手役に……俺の方に視線を向ける時\n一瞬不思議な間があったような気がしたんだ,不过巡看向对方……或者说看向我的时候\n总感觉中间好像有一瞬很微妙的停顿
0000000000000,プロデューサー,何か意図があったのか？,是有什么特别的用意吗？
2003021020220,めぐる,あっ！　あのね、そこのシーン\n相手の顔をそっと見るってト書きがあるんだけど,啊！那个啊，那里有一段动作说明\n写着要轻轻注视着对方的脸
2003021020230,めぐる,つい、いつも通りパッて顔を上げちゃいそうになって\n慌てて抑えたんだ,结果，我差点像平时一样突然抬起头来\n只好赶紧又压下去
0000000000000,プロデューサー,ああ、なるほど\nそういうことだったのか,啊，我明白了\n原来是这么回事啊
2003021020240,めぐる,撮影の時はそうならないように\nメモしておくね……！,为了拍摄的时候别再这样\n我会记下来的……！
2003021020250,めぐる,えーっと、ペン……,呃、那个，笔……
0000000000000,プロデューサー,付箋もいるか？,还需要便签吗？
2003021020260,めぐる,あっ、うん！　ありがとう！,啊，嗯嗯！谢谢！
info,produce_events/200302102.json,,
译者,ミナカゼ,,
