id,name,text,trans
0000000000000,プロデューサー,──……,──……
0000000000000,プロデューサー,めぐる、お茶をいれたから\nよければどうぞ,巡，我泡了茶\n不介意的话喝点吧
2003021010010,めぐる,ありがとう、プロデューサー！,谢谢你，制作人！
0000000000000,プロデューサー,ずいぶん集中してたけど、ドラマの台本読みの調子は……\nおお、付箋と書き込みがすごいな,你刚才挺专注的，电视剧的剧本读得怎么样……\n哦，便签和笔记写得真多啊
2003021010020,めぐる,初めて見る言葉があるから、読み仮名とか\nイントネーションをメモしてたらこんなになっちゃった,因为有些词是第一次见\n我就想把读音、语调之类的记下来，结果写了这么多
0000000000000,プロデューサー,普段聞かない言い回しの台詞もあるもんな\n小説の引用っぽかったり、詩的だったり,里面也有些平时不太会听到的台词嘛\n像是小说里的引用，或者比较有诗意的句子
0000000000000,プロデューサー,口語としては使うことが少ないというか,就是说，不太像平常口语里会用的那种
2003021010030,めぐる,そうそう！\n知ってる意味だけど全然違う言葉もあるんだ！,对的对的！\n还有些话明明意思我懂，可用词和平时完全不一样！
2003021010040,めぐる,本を読むのが好きだと、使える言葉が増えるのかな？,要是喜欢看书的话，能用的词汇是不是也会变多呢？
0000000000000,プロデューサー,そうだな\nその傾向はあるかもしれないな,应该吧\n也许确实会有这种倾向
2003021010050,めぐる,なるほどー……,原来如此——……
2003021010060,めぐる,……あ、ねぇねぇプロデューサー,……啊，对了制作人
0000000000000,プロデューサー,うん？,嗯？
2003021010070,めぐる,この子って、どんな風に\n読む本を選んでるんだと思う？,制作人觉得，这个女孩\n会怎么挑自己要读的书呢？
0000000000000,プロデューサー,台本の……\n今度演じる、ヒロインの子のことか？,剧本里的……\n是说这次要演的女主角吗？
2003021010080,めぐる,うん,嗯
2003021010090,めぐる,わたしとは、結構違うタイプというか……\n過ごし方や考え方が違う子だから,她跟我算是完全不同的类型吧，怎么说呢……\n生活方式和想法都和我不一样
2003021010100,めぐる,台本を読みながら、\nどんな子なのか想像してるの,我一边读剧本，\n一边想象她到底是个什么样的女孩
0000000000000,プロデューサー,ヒロインは、いつも教室の自分の席で\n本を読んで過ごしてる子なんだよな,女主角是个随时都在教室里自己的座位上\n用阅读来度过时间的女孩子吧
0000000000000,プロデューサー,確かにめぐるとは違うタイプだ,确实跟巡是不一样的类型
2003021010110,めぐる,だから、少しでも近づきたくて\nヒロインに一番関係がある、本のことを考えてたんだ,所以，为了能稍微贴近她一点也好，\n我一直在想和女主角最有关系的书
2003021010120,めぐる,どんな気持ちで、どんな想いで\nどんな本を選んでるのか……,她是抱着什么心情、什么想法\n去选什么样的书呢……
2003021010130,めぐる,楽しい気持ちだから楽しい本を読む、\n逆に、悲しい気持ちだから楽しい本を読む……,是因为高兴才读让人开心的书，\n还是反过来，因为心情难过才读让人高兴的书……
2003021010140,めぐる,そういうところが想像できたら\n少しヒロインのことがわかるかもーって,如果能想象出这些细节\n也许就能稍微理解女主角了——我是这么觉得的
0000000000000,プロデューサー,なるほどな,原来如此
2003021010150,めぐる,それで、プロデューサーはどう思うのか\n聞いてみたかったの,所以，我想听听制作人是怎么想的
0000000000000,プロデューサー,それは構わないけど\n俺でいいのか？,那倒没关系\n不过问我真的行吗？
2003021010160,めぐる,うん！　プロデューサーに聞きたい！,嗯！制作人的意见没问题！
2003021010170,めぐる,それにそれに、わたしひとりで考えたら\nどうしても考え方が偏っちゃいそうで……！,而且、而且，要是仅靠我自己思考\n感觉想法肯定会偏到一边去……！
0000000000000,プロデューサー,なるほど……\nうん、わかったよ,这样啊……\n嗯，我明白了
2003021010180,めぐる,ありがとう！,谢谢制作人！
0000000000000,プロデューサー,ただし、ちょっと休憩してからにしよう\n今日事務所に来てからずっと台本とにらめっこしてるから,不过，先休息一下再说吧\n你今天来事务所之后就一直盯着剧本看
2003021010190,めぐる,はーい！,好——！
0000000000000,プロデューサー,──って、ヒロインは感じたから\nこの台詞につながったのかもしれないな、と,──所以，说不定就是因为\n女主角有了这样的感受，才会引出这句台词
2003021010200,めぐる,そっか！\n前のシーンで笑ってたから──……,这样啊！\n因为她在前一幕里面笑了，所以──……
2003021010210,めぐる,──うんっ\nこんな子なのかなっていうのが形になったかも！,──嗯！\n我好像慢慢感受到她是个怎样的女孩了！
0000000000000,プロデューサー,それならよかった,那就好
2003021010220,めぐる,あとは監督さんが思い描いてる\nヒロインのイメージと一緒だったらいいんだけど……,接下来，要是能和导演心里想的\n女主角形象一致就好了……
0000000000000,プロデューサー,そればっかりは\n撮影の時に見てもらうことになるかな,这个就只能等拍摄的时候\n让导演看看了
2003021010230,めぐる,そうだよね,也是呢
2003021010240,めぐる,よしっ、こういう子！　って\n決めすぎないで練習しよう……！,好！那就不要把她限定得太多\n按照“差不多这样的女孩”开始练习……！
0000000000000,プロデューサー,あ、でも\nもし、ここだけは確認しておきたいって点があれば,啊，不过\n如果有什么地方你无论如何都想确认的话
0000000000000,プロデューサー,監督さんに連絡を取ってみるから\n遠慮せず頼ってくれ,我可以试着联系导演\n你不用客气，尽管来找我
2003021010250,めぐる,ありがとうプロデューサー！,谢谢制作人！
2003021010260,めぐる,でもでも、演技の前に\nまずは台詞を覚えるところから……！,不过不过，在开演之前\n首先得从背台词开始……！
0000000000000,プロデューサー,目を通した感じ、長台詞も多いからな……\n頑張れ、めぐる,我看了一下，长台词也挺多的……\n加油啊，巡
2003021010270,めぐる,うん！,嗯！
info,produce_events/200302101.json,,
译者,ミナカゼ,,
